id,nama,latitude,longitude,htm_weekday,htm_weekend,deskripsi,image,image2,image3,url_maps,alamat,operating_hours,rating,kategori,url_tiket,akesibilitas,fasilitas,type,akses,dataran,weather,jeniswisata,jumlahrating,anak,lansia,descitinerary,isnight
162,Tebing Gunung Gajah,-7.776247027,110.1061368,15000,15000,Asik banget tempatnya buat ngopi okee camping okeee Viewnya waduk sermo dan ada bandara YIA juga terleihat Akses jalannya agak syulid kalau motor ga sehat kalau motor sehat rem aman Insyallah oke oke aja Kalau mau ke waduk sermo tinggal turun aja haha kalau dari magelang kalau pengen ridding ke sermo dengan view oke bisa banget lewat jalur sini,https://lh5.googleusercontent.com/p/AF1QipNJoSTJjQirIGOOvDJHc5ZdVf1mieQURwBkSkxe=w408-h544-k-no,https://www.kartanesia.com/wp-content/uploads/2019/05/Wisata-Tebing-Gunung-Gajah.jpg,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/04/05/240884191.jpg,https://goo.gl/maps/qsYGjRUbmdq591wt9,"64F4+5G5, D.I.Y, Jl. Sermo - Girimulyo, Katerban, Donorejo, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653",Senin-Minggu 09.00-17.00,4.5,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,457,no,no,Menikmati alam melalui tebing Gajah,no
163,Kalikuning Park,-7.5923466,110.4414633,7000,7000,"Suasana sejuk adem cocok buat tempat gethering. Tetap hati-hati selain lokasi di pinggir jurang, sering monyet liar datang",https://lh5.googleusercontent.com/p/AF1QipNiY1zy1eQC6MMk2vJnhpXT4tiDdupM07PmZsik=w426-h240-k-no,https://www.kartanesia.com/wp-content/uploads/2019/04/Kali-Kuning-Park-Wisata-Alam-dan-Edukasi-yang-Instagramable-2-1.jpg,https://raskita.com/wp-content/uploads/2019/09/imgonline-com-ua-resize-xOnkCHeoz8QZrXY.jpg,https://goo.gl/maps/VoYoTfEfzt3yihop8,"CC5R+2M9, Jl. Bebeng, Pangukrejo, ngrangkah, RT.01/RW.04, Palemsari, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Senin-Minggu 08.00-17.00,4.4,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,443,no,no,Menikmati keindahan alam melalui Kalikuning Park,no
164,Bukit Pengilon,-8.185458711,110.6917217,5000,5000,"Parkiran masih 2 km dari pantai (Gunung Batur), dan diberi pilihan jalan kaki atau menggunakan jasa ojek karena jalannya masih belum layak. Untuk tarif ojek 20k per orang sekali jalan (sudah termasuk tiket masuk 5k). Kemudian ada iuran kebersihan 2k per orang. Untuk pemandangan bagus banget. Dan kalau beruntung bisa melihat air terjun di musim hujan. Spot nya cocok untuk menikmati sunrise maupun sunset. Ada camping ",https://lh5.googleusercontent.com/p/AF1QipPfFJIjlssTAieK5sl2wGcxXWMqqdE4Gzt3tGMR=w408-h327-k-no,https://asset.kompas.com/crops/CYqesm6wa1YAG3KloxCxk9-u2Tw=/0x512:1080x1232/750x500/data/photo/2021/11/23/619cbd267803d.jpg,https://asset.kompas.com/crops/iAx8rQm8WstZG6MvvLMK7QrlvFg=/0x591:1080x1311/750x500/data/photo/2021/11/23/619cbc02acc23.jpg,https://goo.gl/maps/7Y3fPqNfnKUkD7Z8A,"Istimewa, Area Hutan, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55883",Buka 24 Jam,4.6,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,439,no,no,Menikmati pemandangan indah di Bukit Pengilon,yes
165,Punthuk Mongkrong,-7.6345,110.174606,0,0,"Tempat observasi di ketinggian dengan panorama puncak berhutan, populer dengan matahari terbit & terbenamnya.",https://lh5.googleusercontent.com/p/AF1QipNqT8seLyJUnqjHLel65OXhM61BP5seUJ7yzami=w408-h253-k-no,https://sikidang.com/wp-content/uploads/Punthuk-Mongkrong-Magelang.jpg,https://asset.kompas.com/crops/RVncm9Pe4XtbANOfmJDgdyD9B7A=/0x0:780x520/750x500/data/photo/2019/06/27/619275853.jpg,https://goo.gl/maps/sxEqYsCgPps1imYL6,"Desa Giritengah, Kec. Borobudur, Olgung, Giripurno, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553",Buka 24 Jam,4.4,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,426,no,no,Menikmati pegunungan yang indah di Punthuk Mongkrong,yes
166,LEGAWONG,-7.8235991,110.3928814,0,0,"Taman di pinggiran sungai Gajah Wong yang luas dan banyak gazebo. Terdapat juga joglo besar yang bisa dipake buat beberapa acara Ditempat ini kita bisa bermain, ngerjain tugas, atau hanya sekedar nikmati udara segar plus suara gemricik sungai.",https://lh5.googleusercontent.com/p/AF1QipPMfvXm2fbsnh79P5dIcucqniCxWA6QZrvCLKvM=w408-h546-k-no,https://media.sukabumiupdate.com/news/images/770x413/-_200706015136-432.jpg,https://asset-2.tstatic.net/jogja/foto/bank/images/sudah-direstui-gubernur-proyek-integrasi-objek-wisata-di-kali-gajah-wong-terkendala-pandemi.jpg,https://goo.gl/maps/QhjyLm8bRuY9jXoUA,"59GV+6FP, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Buka 24 Jam,4.4,Wisata Buatan,,,,indoor,mudah,rendah,{current_weather},rekreasi,423,yes,yes,Bersantai menikmati suasana sungai Gajang Wong,yes
167,Gunung Mungker,-7.8758728,110.4578762,0,0,"Tempatnya memiliki potensi yang sangat besar. Pemandangan dari puncaknya sangat luas. Sayang sekali sudah terbengkalai,banyak spot foto yang rusak dan berbahaya jika di paksakan untuk naik ke atasnya. Mohon pemangku wilayah bisa mengaktifkan kembali tempat wisata alam yang bagus ini.",https://lh5.googleusercontent.com/p/AF1QipP3dRytCkxJ9j6NXym3oBVuU7iumByWUui7F4XQ=w408-h288-k-no,https://asset.kompas.com/crops/hI3sK65tby5ZE4ymYJ41NwBC1Co=/0x0:780x520/750x500/data/photo/2019/07/23/5d36aab052107.jpg,https://1.bp.blogspot.com/-W29MAxQS7x8/XUL8SXaE1lI/AAAAAAAACRI/_hL0gKJvIyY_Z7gZ9qIof6X5FyYRtsGMACLcBGAs/s1600/Taman-Wisata-Gunung-Mungker.jpg,https://goo.gl/maps/mfLE9Jvvjqy2S6277,"Pencitrejo, Pantirejo, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Senin-Minggu 08.00-23.00,4.3,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,416,no,no,Menikmati keindahan alam di wisata Gunung Mungker,yes
168,Wisata Alam Watu Lawang,-7.9378555,110.4181981,2000,2000,"Obyek wisata alam yang sangat eksotik, disini kita ditawarkan dengan view panorama pegunungan dan lembah , juga sungai. Udara disini terasa segar, hembusan angin dingin menyejukkan. Dikabarkan wisata alam Watu Lawang, merupakan obyek wisata yang sudah lama dikelola seangkatan dengan hutan Pinus Asri Mangunan. Jalan menuju tempat ini sudah cukup baik dengan dibeton, hingga tempat parkir. Untuk masuk lokasi cukup membayar 2ribu rupiah per orang dan biaya parkir 2ribu untuk sepedamotor. Ada beberapa titik spot untuk kita bisa berselfi, maupun memandang sungai Oya, lembah selopamioro, pegunungan Panggang. Untuk menuju titik spot kita mengarah ke Selatan dan ke barat. dengan jalan menurun , jadi terasa enteng, tapi",https://lh5.googleusercontent.com/p/AF1QipOw_qY3HeeSW2detDJ_Yt8K-gz9uy_PlsPzlLED=w408-h306-k-no,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/08/23/3441982951.jpg,https://mytrip123.com/wp-content/uploads/2022/08/watu-lawang.jpg,https://goo.gl/maps/gVfGr3awTdm2Z9R16,"3C69+V74, Cempluk, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Buka 24 Jam,4.2,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,413,no,no,Menikmati wisata alam,yes
169,Kedung Pengilon,-7.8560863,110.288863,5000,5000,Objek wisata alam terpencil yang menawarkan tur ke air terjun indah dengan kolam renang sungai yang dalam.,https://lh5.googleusercontent.com/p/AF1QipNezDQ0XWIhmwzAvREQR1iJazWR_qmEnN0XB4yE=w426-h240-k-no,https://asset.kompas.com/crops/VT5T2NC8BUfTjO6aTiNB5MGbRvA=/136x0:980x563/750x500/data/photo/2018/03/24/3967856625.jpg,https://i0.wp.com/good.dailytimes.id/wp-content/uploads/2019/12/Kedung-Pengilon-Bantul.png?resize=750%2C458&ssl=1,https://goo.gl/maps/a9ePENh49CrwmXL56,"47VQ+JHM, Petung, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Buka 24 Jam,4,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,412,no,no,Menikmati keindahan alam di Bukit Pengilon,yes
170,Lembah Bendo Camping Ground and Outdoor Activity,-7.6138414,110.4312632,5000,5000,"Tempat yang menarik ada sejarah, pemandangan dan travel yang seru. Diisi dgn melihat kejadian kejadian pasca letusan gunung Merapi tahun 2010. Ada bangunan tertinggal, bangker bekas kena lava dll.. adapula pemandangan sungai setinggi 100 meter, tempat lahar mengalir.",https://lh5.googleusercontent.com/p/AF1QipNfv3sbrIj8m-S8KqssXSCn95IXqhVbvfoh4PgW=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipM-q-T8yH9kV1DOsG2vgUZejsTxfTsFNW2LMnT7=w650-h400-k-no,https://www.usd.ac.id/fakultas/pendidikan/pbi/f1l3/EWD%20USD%20PBI/ewd2014%2015%20bb.jpg,https://goo.gl/maps/kstGAegwweuN4yMh6,"9CPJ+WJ, Jl. Kaliurang Jl. Bendosari No.km 22, Berolosari, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583",Senin-Minggu 09.00-17.00,4.3,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},rekreasi alam,400,no,no,Menikmati alam dan Camping,no
171,Congot Beach,-7.9075425,110.0535658,0,0,"Dilarang berenang di pantai ini. Lumayan banyak warung dan jajanan, ada ayunan, ada tempat duduknya juga. Bisa melihat pesawat saat mau take off maupun landing. Cocok untuk piknik keluarga Di sini parkir sekenanya dan gratis, tidak ada yang jaga",https://lh5.googleusercontent.com/p/AF1QipP1zJ7eDEESIJrf3BH8X6l6erjjEugqm7BJa92H=w408-h254-k-no,https://sikidang.com/wp-content/uploads/Pantai-Congot-Yogyakarta.jpg,https://promoliburan.com/userfiles/uploads/pantai-congot.jpg,https://goo.gl/maps/BQozuupEH8CVgcBo7,Kulon Progo,Buka 24 Jam,4.3,Wisata Alam,,,,outdoor,mudah,rendah,{current_weather},rekreasi alam,401,no,no,Menikmati Pantai Congot,yes
172,Taman Wana Winulang,-7.856079,110.166051,0,0,"Tamannya lumayan sejuk, ada gazebo2nya juga disana, deket jalan dan sampingan sama PERPUSDA. Ada area parkirnya juga walaupun tidak begitu luas tapi bisalah menampung beberapa kendaraan, oya ada penjual makanan cemilan macam batagor sama es campur di jalan mau masuk, jadi kalau mau ke taman bisa beli jajan dulu buat nemenin duduk di gazebo sambil ngemil",https://lh5.googleusercontent.com/p/AF1QipPTBOjg5-05lWpgrGHe1wjEARrni-e58zqZiVNG=w426-h240-k-no,https://wartakonstruksi.com/upload/10-2019/Wana-Winulang---16-12.jpg,https://images.solopos.com/2017/01/gOitVdXO-170122-RIS_taman2.jpg,https://goo.gl/maps/piNWZ12yMvs414xt6,"45V8+HC7, Kemiri, Margosari, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",Buka 24 Jam,4,Wisata Buatan,,,,indoor,mudah,rendah,{current_weather},rekreasi,396,yes,yes,Bersantai di Taman Wana Winulang,yes
173,Museum of Biology UGM,-7.8017655,110.3744009,5000,5000,"Museum biologi simpel dengan pameran pendidikan, taksidermi, fosil & kerangka hewan.",https://lh5.googleusercontent.com/p/AF1QipM0PRmd24ssk0yEt7RA7BJshPWadymnZXGzqzbf=w408-h305-k-no,https://www.gudeg.net/cni-content/uploads/modules/gallery_direktori/1418287474.jpg,https://www.purbakalayogya.com/wp-content/uploads/2023/03/Museum-Biologi-UGM.webp,https://goo.gl/maps/prjzd7fVYVkDwvkv8,"Jl. Sultan Agung No.22, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Senin-Jumat 07.30-16.00,4.4,Wisata Budaya & Edukasi,,,,indoor,mudah,rendah,{current_weather},museum sejarah,389,yes,yes,Belajar ilmu pengetahuan di Museum Biologi UGM,no
174,Tamansari Keraton,-7.8102151,110.358903,15000,15000,"empat ini sebenarnya sangat cantik jika dilakukan sedikit renovasi di bangunannya tanpa merubah bentuk aslinya.misalkan di cat dan diberi hiasan bunga bunga nan asri ,dan juga area tembok luar tempat org jualan dibuat lebih rapi dan tertata,tapi bisa saja mereka sengaja membiarkannya untuk terlihat apa adanya untuk menjaga keasliannya.tapi tetap area pedagang harus dirapiin agar terlihat menarik utk wisatawan",https://lh5.googleusercontent.com/p/AF1QipMIBZzcRea2YUCgAQuobyO4lSpZqmpEfOkqlMc=w408-h293-k-no,https://wisatapedi.com/wp-content/uploads/2015/04/tamansari-jogja.jpg,https://budaya.blog.unisbank.ac.id/wp-content/uploads/2022/01/taman-sari-jogja.jpeg,https://goo.gl/maps/HXpsqXv79FdR56Wu9,"Jl. Nagan Lor No.18, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",Senin-Minggu 09.00-15.00,4.6,Wisata Budaya & Edukasi,,,,indoor,mudah,rendah,{current_weather},budaya&sejarah,386,yes,yes,Mempelajari sejarah keraton melalui Tamansari,no
175,Trisik Beach,-7.9673349,110.182607,5000,5000,"Area pantai sebenarnya bagus, sayang kurang terawat dan masih  ada sampah yang mengganggu pemandangan. Jarak dari jalan besar lumayan jauh dan minim penunjuk arah sehingga agak membingungkan untuk pengunjung yang pertama kali datang kesini. Area parkir memadai dan dekat dengan laguna, parkir motor di hari minggu bayar 3 ribu rupiah, entah kalau hari lain.",https://lh5.googleusercontent.com/p/AF1QipPdqccxK_B6tmchbhXP69MrjSL3NhCIlmJZeyoO=w408-h306-k-no,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/pantai-patawanaaa.jpg,https://www.pantainesia.com/wp-content/uploads/2018/04/Pantai-Trisik-1248x703.jpg,https://goo.gl/maps/Q7oCugQ9sXZ5JrdB9,Bantul,Buka 24 Jam,3.9,Wisata Alam,,,,outdoor,mudah,rendah,{current_weather},pantai,383,yes,yes,Menikmati pantai bantul Pantai Trisik,yes
176,Gardu Pandang Merapi,-7.5926693,110.4250243,5000,5000,Bisa melihat pemandangan gunung merapi yang menjulang tinggi dan indah didukung suasana yang dingin2 segar. Didekatnya dilengkapi Playground anak.,https://lh5.googleusercontent.com/p/AF1QipN2pVV9xsY-GThNkKJdRsTi3Bf8STlzr8V2bMPb=w408-h306-k-no,https://bandungklik.com/wp-content/uploads/2022/08/Gardu-Pandang-Kaliurang.jpg,https://bob.kemenparekraf.go.id/wp-content/uploads/2021/11/bianglala.jpg,https://goo.gl/maps/qJKzmDXKi7YuWBHm6,"CC4G+W2J, Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",Senin-Minggu 07.00-16.00,4.3,Wisata Buatan,,,,outdoor,mudah,tinggi,{current_weather},pegunungan,377,yes,no,Menikmati pemandangan merapi melalui Gardu Pandang,no
177,Puncak Becici,-7.9020302,110.4348878,15000,15000,"Area hutan dengan dekorasi tempat duduk untuk kesempatan berfoto dengan pemandangan gunung, lembah & kota.",https://lh5.googleusercontent.com/p/AF1QipN_hE1DUhJLEwGcsdIS5blm4fFG51wzbFk5yT4Y=w408-h277-k-no,https://asset.kompas.com/crops/xJl0WQ0itGhqzVa_LcCGKM3DHAw=/103x0:947x563/750x500/data/photo/2017/06/28/3168858144.jpg,https://mytrip123.com/wp-content/uploads/2022/04/puncak-becici-1.jpg,https://goo.gl/maps/7w1eXvMh5qyZAEwX9,"Gunungcilik, RT.07/RW.02, Gn. Cilik, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Senin-Minggu 06.00-22.00,4.6,Wisata Alam,,,,outdoor,mudah,tinggi,{current_weather},pegunungan,16000,yes,no,Menikmati pemandangan melalui Puncak becici,yes
178,Gunung Gamping,-7.8046696,110.3196567,0,0,"Ukiran batu kapur & fosil dari pemukiman kuno, plus buaya hidup & ritual tradisional.",https://lh5.googleusercontent.com/p/AF1QipM29a_1ix_-pcLdX66jLWw_h0zeHKIlu_qAODGI=w408-h306-k-no,https://asset.kompas.com/crops/pFxAalUEmpxPt5jpTOnNfscWjdo=/0x0:1650x1100/750x500/data/photo/2021/01/30/601529c8633b4.jpg,https://assets-a1.kompasiana.com/items/album/2021/09/24/ca-bukit-gamping-dari-belakang-sejarah-614ddbae06310e4bdf38b962.jpg,https://goo.gl/maps/E3iQFTrETYNiePcP6,"58W9+4VM, Jl. Gamping Tengah, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",Senin-Jumat 07.30-16.00,4.3,Wisata Alam,,,,outdoor,mudah,tinggi,{current_weather},pegunungan,350,yes,yes,Menikmati gunung purba Gamping,no
179,Puncak Kleco Desa Wisata Tinalah,-7.7125459,110.2045109,3000,3000,"Lokasinya sekitar 1 jam perjalanan dari kota Yogyakarta. Kalau dari bandara YIA ke utara arah Magelang dan sekitarnya, lumayan jauh. Perjalanan melewati persawahan dan barisan bukit. Untuk sampai atas butuh kendaraan yang benar-benar fit, tanjakan tajam. Gunakan pakaian outdoor, kalau siang cukup panas.",https://lh5.googleusercontent.com/p/AF1QipPaHoqqqpc_7dDBYIu6rgjRsq8_rdRiKRP3xi52=w427-h240-k-no,https://jadesta.kemenparekraf.go.id/imgpost/35517.jpg,https://jadesta.kemenparekraf.go.id/imgpost/87423.jpg,https://goo.gl/maps/xgj2wiZ7oDD4qyvs7,"Duwet, Purwoharjo, Kec. Samigaluh, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55673",Buka 24 Jam,4.5,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pegunungan,337,no,no,Menikmatik pegunungan yang indah di Gunung Kleco,no
180,Pantai Butuh,-8.1117719,110.4855447,0,0,"Akses jalan : jalan cor semen banyak yg rusak, pastikan motor dalam keadaan baik terutama mesin, ban dan rantai, lokasi jauh dr penduduk. Pantai : pantai cukup kecil lebarnya hanya sekitar 200an meter diapit tebing karang. Pasirnya putih namun dasarnya batu karang dan ombak besar, tdk cocok untuk mandi, sekedar jalan2 ditepian ombak masih aman. Selalu gunakan alas kaki saat berjalan di atas air pantai karena banyak hewan2 laut di sela2 karang. Fasilitas : ada sebuah tempat parkir beratap yg dilengkapi dengan warung, toilet dan musholla. Tidak ada sinyal dan listrik disini. Biaya : tiket masuk gratis di hari biasa, parkir Rp3000 jika parkir inap Rp10000",https://lh5.googleusercontent.com/p/AF1QipPFpp_Ky4dcugB_zgn_fal3VzE83wHx5zF-lq0S=w426-h240-k-no,https://www.yogyes.com/id/places/gunungkidul/pantai-butuh/1.jpg,https://www.pantainesia.com/wp-content/uploads/2018/03/Pantai-Butuh-1248x703.jpg,https://goo.gl/maps/KWQgVGhQkPSmeeUQA,"Krambilsawit, Saptosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55871",Buka 24 Jam,4.4,Wisata Alam,,,,outdoor,susah,tinggi,{current_weather},pantai,334,no,no,Menikmati pantai indah di Gunung Kidul,yes
181,Pabrik Bakpia Pathok 25,-7.7968871,110.3562771,0,0,"Harga 35 ribu / box. Bakpia terlegend di Jogja, rasa original kacang hijau yang lembut tekstur dan isinya.",https://lh5.googleusercontent.com/p/AF1QipO7kUBMjRnK_n0r3fOzcmXw0yaZVInQKKhZ5_4X=w426-h240-k-no,https://ksmtour.com/media/images/articles19/bakpia-pathok-25-oleh-oleh-khas-yogyakarta.jpg,https://s3.wasabisys.com/agendaindonesia/2019/07/bakpia-pathok-25.jpg,https://goo.gl/maps/RgjBRRyRMhR5h9J49,"6935+58W, Sanggrahan Pathuk NG/I 504, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Senin-Minggu 06.30-23.30,4.6,Wisata Belanja,,,,indoor,mudah,rendah,{current_weather},belanja,14000,yes,yes,Belanja oleh-oleh khas Jogja Bakpia Patok 25,yes
182,Dagadu Jogja,-7.796887,110.3485523,0,0,Tempatnya gak terlalu besar. Variasi produk yang dijual jg gak terlalu banyak. Gak seperti jaman dulu.. Jaman sekolah dulu. Sekitar thn 2000an awal. Suatu kebanggaan sih klo pake produk dagadu. Dan kala itu produknya banyak variasinya,https://lh5.googleusercontent.com/p/AF1QipMuOAsuuHloGTbW0PBNQzVcspub3Nzbk5x8tkly=w408-h306-k-no,https://sampaijauh.com/wp-content/uploads/2022/07/Yogyatourium-Dagadu-1-e1658827031620.jpeg,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/radarjogja/2023/04/DAGADU-OBI.jpg,https://goo.gl/maps/witMN1BNoAbUTvtg6,"Jl. Pekapalan Timur No.7, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55132",Senin-Minggu 09.00-21.00,4.6,Wisata Belanja,,,,indoor,mudah,rendah,{current_weather},belanja,1700,yes,yes,Belanja fashion khas Jogja di Dagadu,yes
183,Yogyatourium Dagadu Djokdja,-7.8149086,110.3993076,0,0,"Salah satu pusat penjualan kaos yang sangat terkenal di Yogya, yups Dagadu. Kaos ini sangat merajai di kota pelajar ini karena oleh-oleh khas yogya jika selain makanannya adalah kaos Dagadu ini. Karena brand satu inilah merupakan pelopor kaos dengan penggunaan kata-kata",https://lh5.googleusercontent.com/p/AF1QipPhBAX2ymaFwDYGzlu5uqzYSnIMwOp5YM_lke8j=w427-h240-k-no,https://sampaijauh.com/wp-content/uploads/2022/07/Yogyatourium-Dagadu-1-e1658827031620.jpeg,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1565409158/ffedsogmxpb96h3w5bg6.jpg",https://goo.gl/maps/8ij1LZVXZ95r9fPQ8,"Jl. Gedongkuning Selatan No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",Senin-Minggu 09.00-21.00,4.6,Wisata Belanja,,,,indoor,mudah,rendah,{current_weather},belanja,3500,yes,yes,Berbelanja di pusat oleh-oleh yang dipadukan dengan berwisata,yes
184,Ibarbo Park,-7.6851356,110.3370106,0,0,Pusat oleh-oleh dan rekreasi baru di DIY. Komplit. Segala macem ada. Harga middle up. Areanya luas. Parkir luas. Kesini pas malam minggu tapi ko sepi ya. Hanya ada 2 rombongan kecil termasuk kami.,https://lh5.googleusercontent.com/p/AF1QipMJ2IccSukgFP-l8w42UmQw9s920DPNmTSZ4BIe=w408-h725-k-no,https://www.genjosholiday.com/wp-content/uploads/Screenshot_20230704-143016_Instagram.jpg,https://i0.wp.com/cdn.idntimes.com/content-images/community/2023/01/2023-01-02-9546d359e589cf30af3461fd88993cc2.jpg,https://goo.gl/maps/po4axZKBJhTLxVD77,"Jl. Magelang No.Km 14, Jetis, Caturharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55515",Senin-Minggu 09.00-21.00,4.5,Wisata Belanja,,,,indoor,mudah,rendah,{current_weather},belanja,800,yes,yes,Menikmati wisata dan berbelanja di Ibarbo Park,yes
